id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
324,Female,42,10,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","All of the images appeared to be the red color outlined in static.  First I saw a nazi symbol which morphed into a heart then into the letter ""G"".  Then I saw a tunnel, green stars, a heart-shaped tunnel...a realistic human eye popped up in the top right corner for a few seconds then disappeared, then the other eye came up in the left middle screen, that's when the image started to shift downward. Every time I blinked, it would be back in the normal position but them slowly slide down.  That's when I stopped the image by hitting the back button on my phone.",1-2 minutes,Frequently,"Clear, but not vivid","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.060706929,0.164137079,0.074026583,0.080277383,0.172931694,0.051207171,0.545432721,0.033316263,0.051828431,0.026062696,0.026234909,0.02634365,0.168442844,0.013643804,0.033776779,0.025775568,0.026567511,0.030043749,0.029730617,0.004610853,0.043502271,0.028003855,0.024648132,0.030468898,0.029371349,0.009255027,0.026330597,0.021489128,10-Aug
328,Female,60,10,10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)",Almost angry complex geometrical shapes around the edges with a lot of tiny white dots of light going in a circle; first in one direction the the other. Then a flash of a wolf     And then back to shapes and dots for a bit then a flash of a different wolf. ,A few seconds,"1 or 2 times in the whole experience, Constantly","Clear, vivid, and/or bright",Brief moment or flash,As if in a dreamlike state,Like it would be easy to stay there.,All over the screen,0.034751893,0.034804918,0.080234995,0.059441616,0.013500562,0.046429429,0.032737593,0.897869046,0.0446944,0.019636705,0.015190063,0.027462787,0.013856843,2.08E-07,0.018032792,0.012560429,0.015668373,0.017783393,0.016995117,4.62E-08,0.017729479,0.017001684,0.013056594,0.015843265,0.021055107,0.021653751,0.020527899,0.011945857,10-Aug
338,Androphilic MTF Transsexual (HSTS) transitioned as a teenager in the '70s.,64,10,Less than 10min.,No,Tablet,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","alternatiing patches of ""balls"" moving inward",A few seconds,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","I experienced the begining of a migraine aura, including incipient pain, and stopped ASAP !",PAIN!,All over the screen,0.047313089,1.80E-188,0.089989732,0.092288539,0.018771979,0.02490341,0.045432548,0.022667953,0.062863509,0.030067464,0.021762739,2.96E-188,0.018974643,1.67E-195,0.022746956,0.017969097,0.022023806,0.025455856,0.024405823,9.54E-197,0.022841689,0.022692401,0.017741813,0.02196164,0.033164051,7.49E-195,0.025469198,0.016399118,10-Aug
347,Female,46,10,Less than 10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",An elephant with a raised trunk,A few seconds,Frequently,Clear and moderately vivid,1-2 seconds,Became relaxed or sleepy,I yawned feeling a little more sleepy,In the center,3.02E-07,9.05E-09,1.47E-07,2.67E-07,1.44E-07,5.28E-08,3.01E-07,0.918077195,1.18E-07,6.32E-08,6.34E-08,7.61E-09,1.37E-07,1.73E-09,1.44E-07,1.25E-07,7.93E-08,7.47E-08,6.73E-08,3.99E-10,1.96E-07,9.32E-08,1.39E-07,7.11E-08,6.65E-08,2.19E-09,4.03E-06,1.26E-07,10-Aug
360,Male,23,10,Less than 10min.,Yes,"11"" tablet",No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Red, black, green, blue, yellow, stars, various shapes and silhouettes","An x, a cross, a dotted square area, weird patterns of blue and yellow after several minutes","A few seconds, If i unfocused my eyes, almost immediately",Frequently,"Weak, faint, or insubstantial, Clear, but not vivid, Felt 3d but i had to focus on keeping my eyes crossed and not blinking","Constant, morphing from one image to the next, Flash stills for a while and then it would change and float something new by","No change, fully alert in the here and now, As if in a dreamlike state",Maybe like a self induced hyper focus? But I've done that before and I am/was already pretty tired. ,In the center,7.81E-10,0.122221826,1.56E-09,9.70E-10,3.05E-10,0.16020342,7.49E-10,3.63E-10,8.10E-10,3.77E-10,3.16E-10,0.335785491,3.16E-10,6.90E-29,3.91E-10,2.89E-10,3.36E-10,3.71E-10,3.46E-10,1.91E-30,3.84E-10,3.50E-10,2.98E-10,3.30E-10,4.56E-10,7.70E-28,4.06E-10,2.75E-10,10-Aug
377,Female,36,10,Didn't time it,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop",I felt like I was watching a black and white cartoon but an old one where it was flipping through the pages and without audio so I had to mentally put together a story,As I was staring into it for some reason the story reminded me of Alice in Wonderland I couldn't quite see the characters face but it was like a black and white cartoon that was flickering somewhere to those in the early '90s maybe the eighties and there was no audio but my head was trying to put together the story. The first she was running towards something then she was running away but then she got blown back towards whatever she was running away from will need to realize she wasn't running away from anything it's quite hard to explain. She also was in like a forested area,A few seconds,Constantly,"Clear, vivid, and/or bright, The images were clear and vivid but I couldn't see the full picture it's like I could only see one portion and everything around it was blacked out","Constant, morphing from one image to the next",Initially it started freaking me out and I could feel my heartbeat intensely beating but then I started to calm down once I started seeing something versus just the flickers and then once I started trying to put together the story and was concentrating and focused I feel like my heart rate and calm down,"Similar to the way that people say we experienced our dreams to allow us to process things that are happening in real life... I felt that the impact of this impact on me. It's an agent since I've had Alice in Wonderland and I was thinking earlier today I would love to read it again as an adult but yet somehow put it off to the side, I feel like something in my intuition is telling me to read it and this test just manifested what I was feeling",In the periphery,0.049607587,0.006252404,0.071210917,0.038554663,0.022873817,0.02376858,0.04942674,0.048293425,0.042804339,0.021836375,0.02227479,0.003514042,0.022318313,0.007436437,0.039949476,0.01924293,0.906031505,0.026386168,0.02422143,0.00333745,0.034428268,0.0309689,0.022012509,0.025911895,0.023451757,0.004292481,0.028025894,0.01920121,10-Aug
396,Female,47,10,10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","At first cubes, like an mc escher sketch. Then a face like an anime girls face.  It seemed to pop out of the screen.",1-2 minutes,Frequently,Clear and moderately vivid,"Constant, morphing from one image to the next","As if in a dreamlike state, Lost a sense of time",,"In the periphery, All over the screen",0.998020375,6.18E-05,0.916108899,0.000198101,7.56E-05,9.11E-05,0.000225882,0.999999997,0.000110995,5.15E-05,5.21E-05,3.95E-05,7.78E-05,3.81E-05,7.02E-05,5.92E-05,4.89E-05,5.30E-05,5.50E-05,1.37E-05,7.50E-05,5.14E-05,6.76E-05,5.73E-05,5.41E-05,2.33E-05,5.65E-05,6.07E-05,10-Aug
397,Female,59,10,10min.,Yes,Computer,"Enjoyable, didn't want it to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","At first flashing circles of light in white, green, and grey with occasional flashes of yellow, purple, and blue. Then light trails of the same colors shooting diagonally from from the lower edge of the screen. Then it looked/felt like I was below a surface (like underwater)), looking up and the trails of light were bursting onto the surface. Then I found myself rising up and into the courtyard of a Chinese palace, similar to The Forbidden City in Beijing, but with a countryside on two sides. It all looked semi-cartoonish, semi-realistic. A sumo wrestler in traditional sumo grab, but with the addition of an open silk robe in red and gold, slowly approached the center of the courtyard. He walked, half-crouched in a ceremonial fashion, first stomping down with one foot, then the other. Each time he stomped his foot down, the whole scene shook and vibrated with it. When he got to the center, he crashed his fists together, then shook them up towards the sky, emitting a fierce yell. A petite young woman in blue and black geisha clothing and makeup came and stood before him, they conversed and argued. He enfolded her in his arms as a second, similar sumo wrestler came up and body slammed his chest to the first one with the woman between them, causing her to shoot straight up into the air, spinning as she did. As she began to spin back down her clothing turned into butterfly-like wings which cut the two wrestlers into silk ribbons that spiraled up in the wind from her wings. The clouds were roiling as the sky darkened and the wind began to blow. 
Then the white noise stopped, abruptly bringing me back.",1-2 minutes,Constantly,"Very vivid, almost real, or popping out of the screen","Constant, morphing from one image to the next","As if in a dreamlike state, Felt transported to another place, Lost a sense of time, Lost a sense of space, I felt undefined emotion and had a couple of tears run from my eyes.","A few minutes in, maybe 3 or 4 , I began to feel like I was in a beautiful emotional space. I can't clearly describe the emotions other than that they felt positive and strangely beautiful. At some point after that I no longer noticed the room around the monitor and myself and I began to feel like I was watching a scene play out in front of me and I wondered what it could possibly mean.",All over the screen,0.999834414,0.012230211,0.864204678,0.968262918,0.024026197,0.024063722,0.04861785,0.051105207,0.04336606,0.021158076,0.13369295,0.007181706,0.023863823,0.011931674,0.034998666,0.456596917,0.165990477,0.949410982,0.045171552,0.003836352,0.032903867,0.143101401,0.024150738,0.050152469,0.022330576,0.006837363,0.027134199,0.021015223,10-Aug
399,Female,39,10,Longer than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","At first I kept seeing a single eye moving up away from the screen. Happened over and over. Each eye was slightly different than the rest. Different sizes sometimes . No colors. The last minute after I put the computer up because looking down hurt my neck I started to look at the bigger picture instead of focusing on just the middle of the screen. I saw planets in space  and different scenes of solar systems rotating, perhaps space stations. Those may have been in colors orange and blue, some yellow. When I looked at them more, they disappeared and a new one came within a second. No eyes during this last minute.",14 minutes,"Constantly, When I looked around images would go away.","Weak, faint, or insubstantial, The ones at the end were more vivid, but I was not shocked or anything.","Brief moment or flash, 1-2 seconds","No change, fully alert in the here and now",,In the center,0.999999995,0.968251493,0.004735016,0.131620229,0.109511381,0.002562198,0.956009762,0.001648512,0.004104637,0.708381907,0.002896513,0.001140555,0.999999997,0.001478761,0.001581453,0.019944019,0.003263721,0.004220625,0.00408592,0.000494542,0.999999996,0.003375019,0.07634245,0.002827315,0.002190284,0.000955519,0.001720889,0.064623417,10-Aug
424,Male,26,10,10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex environments (e.g., cityscapes, forests)","At first it looked like grids but then it started to look, like a cityscape, the silhouette of buildings ",They began to emerge immediately,Constantly,"Clear, vivid, and/or bright",Brief moment or flash,"Became relaxed or sleepy, As if in a dreamlike state, Felt transported to another place","When I turned it off, it felt like I’d snapped back to the reality I’d started in.. But, it feels different somehow, in a good way",All over the screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999997,0,0,0,0,0,0,10-Aug
430,Female,29,10,Less than 10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings)","At first it was diamond shapes, squares, rectangles. Then the shapes started having layers that pushed off the screen. Then from behind the shapes a bald man appeared, just the head and torso, and as he would get closer he would randomly hunch over. Then he got so close he would bend out of the screen a bit. All while I heard water droplets, but the drop sounded like a heavier liquid than water.",They began to emerge immediately,Frequently,"Clear and moderately vivid, Very vivid, almost real, or popping out of the screen",Persisting several seconds,Became relaxed or sleepy,Like time and space has showed down. Almost like I can feel the Earth spinning under me.,All over the screen,0.99702415,0.023794345,0.549750796,0.104332699,0.025067359,0.170152088,0.067701819,0.998590866,0.059516601,0.026877735,0.025317927,0.033046869,0.026083727,6.94E-15,0.033715306,0.023241807,0.184411207,0.387736204,0.027276506,1.43E-15,0.031376304,0.165588259,0.023452258,0.027662551,0.028531269,8.24E-15,0.027198153,0.021055127,10-Aug
